,design,design_name,config,runtime,DIEAREA_mm^2,CellPer_mm^2,(Cell/mm^2)/Core_Util,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,suggested_clock_frequency,suggested_clock_period,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GLB_RT_ADJUSTMENT,STD_CELL_LIBRARY,CELL_PAD,DIODE_INSERTION_STRATEGY
0,/project/openlane/decred_hash_macro,decred_hash_macro,decred_hash_macro,0h37m24s,1.2444,38728.70459659274,77457.40919318548,-1,1505.62,48194,0,0,0,0,0,0,0,2,0,-1,3446612,464162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2822243392,0.0,62.89,57.87,38.17,31.3,-1,48190,48212,7760,7782,0,0,0,48194,1003,2327,478,1173,3012,1176,1407,13771,7386,6617,30,734,15863,0,16597,66.66666666666667,15.0,15.0,1,5,50,1,153.6,153.18,0.61,0.15,sky130_fd_sc_hd,4,0
